,Survived,Pclass,Sex,Age,Fare,Embarked,title,companion
531,0,3rd,male,29,7.2,Cherbourg,LR,0
532,0,3rd,male,17,7.2,Cherbourg,LR,1
533,1,3rd,female,29,22.4,Cherbourg,LR,1
534,0,3rd,female,30,8.7,Southampton,LR,0
535,1,2nd,female,7,26.2,Southampton,LR,1
536,0,1st,male,45,26.6,Southampton,HR,0
537,1,1st,female,30,106.4,Cherbourg,LR,0
538,0,3rd,male,29,14.5,Southampton,LR,0
539,1,1st,female,22,49.5,Cherbourg,LR,1
540,1,1st,female,36,71.0,Southampton,LR,1
541,0,3rd,female,9,31.3,Southampton,LR,1
542,0,3rd,female,11,31.3,Southampton,LR,1
543,1,2nd,male,32,26.0,Southampton,LR,1
544,0,1st,male,50,106.4,Cherbourg,LR,1
545,0,1st,male,64,26.0,Southampton,LR,0
546,1,2nd,female,19,26.0,Southampton,LR,1
547,1,2nd,male,29,13.9,Cherbourg,LR,0
548,0,3rd,male,33,20.5,Southampton,LR,1
549,1,2nd,male,8,36.8,Southampton,HR,1
550,1,1st,male,17,110.9,Cherbourg,LR,1
551,0,2nd,male,27,26.0,Southampton,LR,0
552,0,3rd,male,29,7.8,Queenstown,LR,0
553,1,3rd,male,22,7.2,Cherbourg,LR,0
554,1,3rd,female,22,7.8,Southampton,LR,0
555,0,1st,male,62,26.6,Southampton,LR,0
556,1,1st,female,48,39.6,Cherbourg,HR,1
557,0,1st,male,29,227.5,Cherbourg,LR,0
558,1,1st,female,39,79.7,Southampton,LR,1
559,1,3rd,female,36,17.4,Southampton,LR,1
560,0,3rd,male,29,7.8,Queenstown,LR,0
561,0,3rd,male,40,7.9,Southampton,LR,0
562,0,2nd,male,28,13.5,Southampton,LR,0
563,0,3rd,male,29,8.1,Southampton,LR,0
564,0,3rd,female,29,8.1,Southampton,LR,0
565,0,3rd,male,24,24.1,Southampton,LR,1
566,0,3rd,male,19,7.9,Southampton,LR,0
567,0,3rd,female,29,21.1,Southampton,LR,1
568,0,3rd,male,29,7.2,Cherbourg,LR,0
569,1,3rd,male,32,7.9,Southampton,LR,0
570,1,2nd,male,62,10.5,Southampton,LR,0
571,1,1st,female,53,51.5,Southampton,LR,1
572,1,1st,male,36,26.4,Southampton,LR,0
573,1,3rd,female,29,7.8,Queenstown,LR,0
574,0,3rd,male,16,8.1,Southampton,LR,0
575,0,3rd,male,19,14.5,Southampton,LR,0
576,1,2nd,female,34,13.0,Southampton,LR,0
577,1,1st,female,39,55.9,Southampton,LR,1
578,0,3rd,female,29,14.5,Cherbourg,LR,1
579,1,3rd,male,32,7.9,Southampton,LR,0
580,1,2nd,female,25,30.0,Southampton,LR,1
581,1,1st,female,39,110.9,Cherbourg,LR,1
582,0,2nd,male,54,26.0,Southampton,LR,0
583,0,1st,male,36,40.1,Cherbourg,LR,0
584,0,3rd,male,29,8.7,Cherbourg,LR,0
585,1,1st,female,18,79.7,Southampton,LR,1
586,0,2nd,male,47,15.0,Southampton,LR,0
587,1,1st,male,60,79.2,Cherbourg,LR,1
588,0,3rd,male,22,8.1,Southampton,LR,0
589,0,3rd,male,29,8.1,Southampton,LR,0
590,0,3rd,male,35,7.1,Southampton,LR,0
591,1,1st,female,52,78.3,Cherbourg,LR,1
592,0,3rd,male,47,7.2,Southampton,LR,0
593,0,3rd,female,29,7.8,Queenstown,LR,1
594,0,2nd,male,37,26.0,Southampton,LR,1
595,0,3rd,male,36,24.1,Southampton,LR,1
596,1,2nd,female,29,33.0,Southampton,LR,0
597,0,3rd,male,49,0.0,Southampton,LR,0
598,0,3rd,male,29,7.2,Cherbourg,LR,0
599,1,1st,male,49,56.9,Cherbourg,HR,1
600,1,2nd,female,24,27.0,Southampton,LR,1
601,0,3rd,male,29,7.9,Southampton,LR,0
602,0,1st,male,29,42.4,Southampton,LR,0
603,0,3rd,male,44,8.1,Southampton,LR,0
604,1,1st,male,35,26.6,Cherbourg,LR,0
605,0,3rd,male,36,15.6,Southampton,LR,1
606,0,3rd,male,30,7.9,Southampton,LR,0
607,1,1st,male,27,30.5,Southampton,LR,0
608,1,2nd,female,22,41.6,Cherbourg,LR,1
609,1,1st,female,40,153.5,Southampton,LR,0
610,0,3rd,female,39,31.3,Southampton,LR,1
611,0,3rd,male,29,7.0,Southampton,LR,0
612,1,3rd,female,29,15.5,Queenstown,LR,1
613,0,3rd,male,29,7.8,Queenstown,LR,0
614,0,3rd,male,35,8.1,Southampton,LR,0
615,1,2nd,female,24,65.0,Southampton,LR,1
616,0,3rd,male,34,14.4,Southampton,LR,1
617,0,3rd,female,26,16.1,Southampton,LR,1
618,1,2nd,female,4,39.0,Southampton,LR,1
619,0,2nd,male,26,10.5,Southampton,LR,0
620,0,3rd,male,27,14.5,Cherbourg,LR,1
621,1,1st,male,42,52.6,Southampton,LR,1
622,1,3rd,male,20,15.7,Cherbourg,LR,1
623,0,3rd,male,21,7.9,Southampton,LR,0
624,0,3rd,male,21,16.1,Southampton,LR,0
625,0,1st,male,61,32.3,Southampton,LR,0
626,0,2nd,male,57,12.3,Queenstown,HR,0
627,1,1st,female,21,78.0,Southampton,LR,0
628,0,3rd,male,26,7.9,Southampton,LR,0
629,0,3rd,male,29,7.7,Queenstown,LR,0
630,1,1st,male,80,30.0,Southampton,LR,0
631,0,3rd,male,51,7.1,Southampton,LR,0
632,1,1st,male,32,30.5,Cherbourg,HR,0
633,0,1st,male,29,0.0,Southampton,LR,0
634,0,3rd,female,9,27.9,Southampton,LR,1
635,1,2nd,female,28,13.0,Southampton,LR,0
636,0,3rd,male,32,7.9,Southampton,LR,0
637,0,2nd,male,31,26.2,Southampton,LR,1
638,0,3rd,female,41,39.7,Southampton,LR,1
639,0,3rd,male,29,16.1,Southampton,LR,1
640,0,3rd,male,20,7.9,Southampton,LR,0
641,1,1st,female,24,69.3,Cherbourg,LR,0
642,0,3rd,female,2,27.9,Southampton,LR,1
643,1,3rd,male,29,56.5,Southampton,LR,0
644,1,3rd,female,0,19.3,Cherbourg,LR,1
645,1,1st,male,48,76.7,Cherbourg,LR,1
646,0,3rd,male,19,7.9,Southampton,LR,0
647,1,1st,male,56,35.5,Cherbourg,HR,0
648,0,3rd,male,29,7.5,Southampton,LR,0
649,1,3rd,female,23,7.5,Southampton,LR,0
650,0,3rd,male,29,7.9,Southampton,LR,0
651,1,2nd,female,18,23.0,Southampton,LR,1
652,0,3rd,male,21,8.4,Southampton,LR,0
653,1,3rd,female,29,7.8,Queenstown,LR,0
654,0,3rd,female,18,6.8,Queenstown,LR,0
655,0,2nd,male,24,73.5,Southampton,LR,1
656,0,3rd,male,29,7.9,Southampton,LR,0
657,0,3rd,female,32,15.5,Queenstown,LR,1
658,0,2nd,male,23,13.0,Southampton,LR,0
659,0,1st,male,58,113.3,Cherbourg,LR,1
660,1,1st,male,50,133.7,Southampton,HR,1
661,0,3rd,male,40,7.2,Cherbourg,LR,0
662,0,1st,male,47,25.6,Southampton,LR,0
663,0,3rd,male,36,7.5,Southampton,LR,0
664,1,3rd,male,20,7.9,Southampton,LR,1
665,0,2nd,male,32,73.5,Southampton,LR,1
666,0,2nd,male,25,13.0,Southampton,LR,0
667,0,3rd,male,29,7.8,Southampton,LR,0
668,0,3rd,male,43,8.1,Southampton,LR,0
669,1,1st,female,29,52.0,Southampton,LR,1
670,1,2nd,female,40,39.0,Southampton,LR,1
671,0,1st,male,31,52.0,Southampton,LR,1
672,0,2nd,male,70,10.5,Southampton,LR,0
673,1,2nd,male,31,13.0,Southampton,LR,0
674,0,2nd,male,29,0.0,Southampton,LR,0
675,0,3rd,male,18,7.8,Southampton,LR,0
676,0,3rd,male,24,8.1,Southampton,LR,0
677,1,3rd,female,18,9.8,Southampton,LR,0
678,0,3rd,female,43,46.9,Southampton,LR,1
679,1,1st,male,36,512.3,Cherbourg,LR,1
680,0,3rd,female,29,8.1,Queenstown,LR,0
681,1,1st,male,27,76.7,Cherbourg,LR,0
682,0,3rd,male,20,9.2,Southampton,LR,0
683,0,3rd,male,14,46.9,Southampton,LR,1
684,0,2nd,male,60,39.0,Southampton,LR,1
685,0,2nd,male,25,41.6,Cherbourg,LR,1
686,0,3rd,male,14,39.7,Southampton,LR,1
687,0,3rd,male,19,10.2,Southampton,LR,0
688,0,3rd,male,18,7.8,Southampton,LR,0
689,1,1st,female,15,211.3,Southampton,LR,1
690,1,1st,male,31,57.0,Southampton,LR,1
691,1,3rd,female,4,13.4,Cherbourg,LR,1
692,1,3rd,male,29,56.5,Southampton,LR,0
693,0,3rd,male,25,7.2,Cherbourg,LR,0
694,0,1st,male,60,26.6,Southampton,HR,0
695,0,2nd,male,52,13.5,Southampton,LR,0
696,0,3rd,male,44,8.1,Southampton,LR,0
697,1,3rd,female,29,7.7,Queenstown,LR,0
698,0,1st,male,49,110.9,Cherbourg,LR,1
699,0,3rd,male,42,7.7,Southampton,LR,0
700,1,1st,female,18,227.5,Cherbourg,LR,1
701,1,1st,male,35,26.3,Southampton,LR,0
702,0,3rd,female,18,14.5,Cherbourg,LR,1
703,0,3rd,male,25,7.7,Queenstown,LR,0
704,0,3rd,male,26,7.9,Southampton,LR,1
705,0,2nd,male,39,26.0,Southampton,LR,0
706,1,2nd,female,45,13.5,Southampton,LR,0
707,1,1st,male,42,26.3,Southampton,LR,0
708,1,1st,female,22,151.6,Southampton,LR,0
709,1,3rd,male,29,15.2,Cherbourg,HR,1
710,1,1st,female,24,49.5,Cherbourg,LR,0
711,0,1st,male,29,26.6,Southampton,LR,0
712,1,1st,male,48,52.0,Southampton,LR,1
713,0,3rd,male,29,9.5,Southampton,LR,0
714,0,2nd,male,52,13.0,Southampton,LR,0
715,0,3rd,male,19,7.7,Southampton,LR,0
716,1,1st,female,38,227.5,Cherbourg,LR,0
717,1,2nd,female,27,10.5,Southampton,LR,0
718,0,3rd,male,29,15.5,Queenstown,LR,0
719,0,3rd,male,33,7.8,Southampton,LR,0
720,1,2nd,female,6,33.0,Southampton,LR,1
721,0,3rd,male,17,7.1,Southampton,LR,1
722,0,2nd,male,34,13.0,Southampton,LR,0
723,0,2nd,male,50,13.0,Southampton,LR,0
724,1,1st,male,27,53.1,Southampton,LR,1
725,0,3rd,male,20,8.7,Southampton,LR,0
726,1,2nd,female,30,21.0,Southampton,LR,1
727,1,3rd,female,29,7.7,Queenstown,LR,0
728,0,2nd,male,25,26.0,Southampton,LR,1
729,0,3rd,female,25,7.9,Southampton,LR,1
730,1,1st,female,29,211.3,Southampton,LR,0
731,0,3rd,male,11,18.8,Cherbourg,LR,0
732,0,2nd,male,29,0.0,Southampton,LR,0
733,0,2nd,male,23,13.0,Southampton,LR,0
734,0,2nd,male,23,13.0,Southampton,LR,0
735,0,3rd,male,28,16.1,Southampton,LR,0
736,0,3rd,female,48,34.4,Southampton,LR,1
737,1,1st,male,35,512.3,Cherbourg,LR,0
738,0,3rd,male,29,7.9,Southampton,LR,0
739,0,3rd,male,29,7.9,Southampton,LR,0
740,1,1st,male,29,30.0,Southampton,LR,0
741,0,1st,male,36,78.8,Southampton,LR,1
742,1,1st,female,21,262.4,Cherbourg,LR,1
743,0,3rd,male,24,16.1,Southampton,LR,1
744,1,3rd,male,31,7.9,Southampton,LR,0
745,0,1st,male,70,71.0,Southampton,HR,1
746,0,3rd,male,16,20.2,Southampton,LR,1
747,1,2nd,female,30,13.0,Southampton,LR,0
748,0,1st,male,19,53.1,Southampton,LR,1
749,0,3rd,male,31,7.8,Queenstown,LR,0
750,1,2nd,female,4,23.0,Southampton,LR,1
751,1,3rd,male,6,12.5,Southampton,HR,1
752,0,3rd,male,33,9.5,Southampton,LR,0
753,0,3rd,male,23,7.9,Southampton,LR,0
754,1,2nd,female,48,65.0,Southampton,LR,1
755,1,2nd,male,0,14.5,Southampton,HR,1
756,0,3rd,male,28,7.8,Southampton,LR,0
757,0,2nd,male,18,11.5,Southampton,LR,0
758,0,3rd,male,34,8.1,Southampton,LR,0
759,1,1st,female,33,86.5,Southampton,HR,0
760,0,3rd,male,29,14.5,Southampton,LR,0
761,0,3rd,male,41,7.1,Southampton,LR,0
762,1,3rd,male,20,7.2,Cherbourg,LR,0
763,1,1st,female,36,120.0,Southampton,LR,1
764,0,3rd,male,16,7.8,Southampton,LR,0
765,1,1st,female,51,78.0,Southampton,LR,1
766,0,1st,male,29,39.6,Cherbourg,HR,0
767,0,3rd,female,30,7.8,Queenstown,LR,0
768,0,3rd,male,29,24.1,Queenstown,LR,1
769,0,3rd,male,32,8.4,Southampton,LR,0
770,0,3rd,male,24,9.5,Southampton,LR,0
771,0,3rd,male,48,7.9,Southampton,LR,0
772,0,2nd,female,57,10.5,Southampton,LR,0
773,0,3rd,male,29,7.2,Cherbourg,LR,0
774,1,2nd,female,54,23.0,Southampton,LR,1
775,0,3rd,male,18,7.8,Southampton,LR,0
776,0,3rd,male,29,7.8,Queenstown,LR,0
777,1,3rd,female,5,12.5,Southampton,LR,0
778,0,3rd,male,29,7.7,Queenstown,LR,0
779,1,1st,female,43,211.3,Southampton,LR,1
780,1,3rd,female,13,7.2,Cherbourg,LR,0
781,1,1st,female,17,57.0,Southampton,LR,1
782,0,1st,male,29,30.0,Southampton,LR,0
783,0,3rd,male,29,23.4,Southampton,LR,1
784,0,3rd,male,25,7.0,Southampton,LR,0
785,0,3rd,male,25,7.2,Southampton,LR,0
786,1,3rd,female,18,7.5,Southampton,LR,0
787,0,3rd,male,8,29.1,Queenstown,HR,1
788,1,3rd,male,1,20.6,Southampton,HR,1
789,0,1st,male,46,79.2,Cherbourg,LR,0
790,0,3rd,male,29,7.8,Queenstown,LR,0
791,0,2nd,male,16,26.0,Southampton,LR,0
792,0,3rd,female,29,69.5,Southampton,LR,1
793,0,1st,male,29,30.7,Cherbourg,LR,0
794,0,3rd,male,25,7.9,Southampton,LR,0
795,0,2nd,male,39,13.0,Southampton,LR,0
796,1,1st,female,49,25.9,Southampton,HR,0
797,1,3rd,female,31,8.7,Southampton,LR,0
798,0,3rd,male,30,7.2,Cherbourg,LR,0
799,0,3rd,female,30,24.1,Southampton,LR,1
800,0,2nd,male,34,13.0,Southampton,LR,0
801,1,2nd,female,31,26.2,Southampton,LR,1
802,1,1st,male,11,120.0,Southampton,HR,1
803,1,3rd,male,0,8.5,Cherbourg,HR,1
804,1,3rd,male,27,7.0,Southampton,LR,0
805,0,3rd,male,31,7.8,Southampton,LR,0
806,0,1st,male,39,0.0,Southampton,LR,0
807,0,3rd,female,18,7.8,Southampton,LR,0
808,0,2nd,male,39,13.0,Southampton,LR,0
809,1,1st,female,33,53.1,Southampton,LR,1
810,0,3rd,male,26,7.9,Southampton,LR,0
811,0,3rd,male,39,24.1,Southampton,LR,0
812,0,2nd,male,35,10.5,Southampton,LR,0
813,0,3rd,female,6,31.3,Southampton,LR,1
814,0,3rd,male,30,8.1,Southampton,LR,0
815,0,1st,male,29,0.0,Southampton,LR,0
816,0,3rd,female,23,7.9,Southampton,LR,0
817,0,2nd,male,31,37.0,Cherbourg,LR,1
818,0,3rd,male,43,6.5,Southampton,LR,0
819,0,3rd,male,10,27.9,Southampton,HR,1
820,1,1st,female,52,93.5,Southampton,LR,1
821,1,3rd,male,27,8.7,Southampton,LR,0
822,0,1st,male,38,0.0,Southampton,HR,0
823,1,3rd,female,27,12.5,Southampton,LR,1
824,0,3rd,male,2,39.7,Southampton,HR,1
825,0,3rd,male,29,7.0,Queenstown,LR,0
826,0,3rd,male,29,56.5,Southampton,LR,0
827,1,2nd,male,1,37.0,Cherbourg,HR,1
828,1,3rd,male,29,7.8,Queenstown,LR,0
829,1,1st,female,62,80.0,Southampton,LR,0
830,1,3rd,female,15,14.5,Cherbourg,LR,1
831,1,2nd,male,0,18.8,Southampton,HR,1
832,0,3rd,male,29,7.2,Cherbourg,LR,0
833,0,3rd,male,23,7.9,Southampton,LR,0
834,0,3rd,male,18,8.3,Southampton,LR,0
835,1,1st,female,39,83.2,Cherbourg,LR,1
836,0,3rd,male,21,8.7,Southampton,LR,0
837,0,3rd,male,29,8.1,Southampton,LR,0
838,1,3rd,male,32,56.5,Southampton,LR,0
839,1,1st,male,29,29.7,Cherbourg,LR,0
840,0,3rd,male,20,7.9,Southampton,LR,0
841,0,2nd,male,16,10.5,Southampton,LR,0
842,1,1st,female,30,31.0,Cherbourg,LR,0
843,0,3rd,male,34,6.4,Cherbourg,LR,0
844,0,3rd,male,17,8.7,Southampton,LR,0
845,0,3rd,male,42,7.5,Southampton,LR,0
846,0,3rd,male,29,69.5,Southampton,LR,1
847,0,3rd,male,35,7.9,Cherbourg,LR,0
848,0,2nd,male,28,33.0,Southampton,HR,1
849,1,1st,female,29,89.1,Cherbourg,LR,1
850,0,3rd,male,4,31.3,Southampton,HR,1
851,0,3rd,male,74,7.8,Southampton,LR,0
852,0,3rd,female,9,15.2,Cherbourg,LR,1
853,1,1st,female,16,39.4,Southampton,LR,1
854,0,2nd,female,44,26.0,Southampton,LR,1
855,1,3rd,female,18,9.3,Southampton,LR,1
856,1,1st,female,45,164.9,Southampton,LR,1
857,1,1st,male,51,26.6,Southampton,LR,0
858,1,3rd,female,24,19.3,Cherbourg,LR,1
859,0,3rd,male,29,7.2,Cherbourg,LR,0
860,0,3rd,male,41,14.1,Southampton,LR,1
861,0,2nd,male,21,11.5,Southampton,LR,1
862,1,1st,female,48,25.9,Southampton,LR,0
863,0,3rd,female,29,69.5,Southampton,LR,1
864,0,2nd,male,24,13.0,Southampton,LR,0
865,1,2nd,female,42,13.0,Southampton,LR,0
866,1,2nd,female,27,13.9,Cherbourg,LR,1
867,0,1st,male,31,50.5,Southampton,LR,0
868,0,3rd,male,29,9.5,Southampton,LR,0
869,1,3rd,male,4,11.1,Southampton,HR,1
870,0,3rd,male,26,7.9,Southampton,LR,0
871,1,1st,female,47,52.6,Southampton,LR,1
872,0,1st,male,33,5.0,Southampton,LR,0
873,0,3rd,male,47,9.0,Southampton,LR,0
874,1,2nd,female,28,24.0,Cherbourg,LR,1
875,1,3rd,female,15,7.2,Cherbourg,LR,0
876,0,3rd,male,20,9.8,Southampton,LR,0
877,0,3rd,male,19,7.9,Southampton,LR,0
878,0,3rd,male,29,7.9,Southampton,LR,0
879,1,1st,female,56,83.2,Cherbourg,LR,1
880,1,2nd,female,25,26.0,Southampton,LR,1
881,0,3rd,male,33,7.9,Southampton,LR,0
882,0,3rd,female,22,10.5,Southampton,LR,0
883,0,2nd,male,28,10.5,Southampton,LR,0
884,0,3rd,male,25,7.0,Southampton,LR,0
885,0,3rd,female,39,29.1,Queenstown,LR,1
886,0,2nd,male,27,13.0,Southampton,HR,0
887,1,1st,female,19,30.0,Southampton,LR,0
888,0,3rd,female,29,23.4,Southampton,LR,1
889,1,1st,male,26,30.0,Cherbourg,LR,0
890,0,3rd,male,32,7.8,Queenstown,LR,0
